instance_id,sample_id,scene_id,split,mirror_visibility,has_mirror_plane,has_coarse_refined_depth,has_precise_refined_depth,has_coarse_mask,has_precise_mask
1,000184,scene0510_01,train,partial,1,1,1,1,1
1,000114,scene0510_01,train,partial,1,1,1,1,1
2,000114,scene0510_01,train,partial,1,1,1,1,1
1,000407,scene0510_01,train,partial,1,1,1,1,1
1,000189,scene0510_01,train,partial,1,1,1,1,1
1,000118,scene0510_01,train,partial,1,1,1,1,1
2,000118,scene0510_01,train,partial,1,1,1,1,1
1,000106,scene0510_01,train,partial,1,1,1,1,1
2,000106,scene0510_01,train,partial,1,1,1,1,1
1,000398,scene0510_01,train,partial,1,1,1,1,1
1,000502,scene0510_01,train,partial,1,1,1,1,1
1,000181,scene0510_01,train,partial,1,1,1,1,1
1,000214,scene0510_01,train,partial,1,1,1,1,1
1,000143,scene0510_01,train,partial,1,1,1,1,1
1,000100,scene0510_01,train,partial,1,1,1,1,1
2,000100,scene0510_01,train,partial,1,1,1,1,1
1,000490,scene0510_01,train,partial,1,1,1,1,1
1,000382,scene0510_01,train,partial,1,1,1,1,1
1,001300,scene0548_02,val,partial,1,1,1,1,1
1,002300,scene0137_02,train,partial,1,1,1,1,1
1,001100,scene0309_00,train,partial,1,1,1,1,1
1,001700,scene0143_01,train,partial,1,1,1,1,1
1,000800,scene0270_00,train,partial,0,0,0,1,1
1,000000,scene0581_02,train,partial,1,1,1,1,1
1,000600,scene0581_02,train,partial,1,1,1,1,1
1,000700,scene0581_02,train,partial,1,1,1,1,1
1,001419,scene0232_00,train,partial,1,1,1,1,1
1,001483,scene0232_00,train,partial,1,1,1,1,1
1,001500,scene0232_00,train,partial,1,1,1,1,1
1,001393,scene0232_00,train,partial,1,1,1,1,1
1,001470,scene0232_00,train,partial,1,1,1,1,1
1,001300,scene0232_00,train,partial,1,1,1,1,1
1,001381,scene0232_00,train,partial,1,1,1,1,1
1,001504,scene0232_00,train,partial,1,1,1,1,1
1,001386,scene0232_00,train,partial,1,1,1,1,1
1,001522,scene0232_00,train,partial,1,1,1,1,1
1,001350,scene0232_00,train,partial,1,1,1,1,1
1,001430,scene0232_00,train,partial,1,1,1,1,1
1,001515,scene0232_00,train,partial,1,1,1,1,1
1,001496,scene0232_00,train,partial,1,1,1,1,1
1,001400,scene0232_00,train,partial,1,1,1,1,1
1,001448,scene0232_00,train,partial,1,1,1,1,1
1,001372,scene0232_00,train,partial,1,1,1,1,1
1,001530,scene0232_00,train,partial,1,1,1,1,1
1,001600,scene0232_00,train,partial,1,1,1,1,1
1,001443,scene0232_00,train,partial,1,1,1,1,1
1,001408,scene0232_00,train,partial,1,1,1,1,1
1,001100,scene0676_00,train,partial,1,1,1,1,1
1,000500,scene0449_01,train,partial,1,1,1,1,1
1,000400,scene0449_01,train,partial,1,1,1,1,1
2,000400,scene0449_01,train,partial,1,1,1,1,1
1,001300,scene0449_01,train,partial,1,1,1,1,1
1,001800,scene0449_01,train,partial,1,1,1,1,1
1,000700,scene0065_02,train,partial,1,1,1,1,1
1,000300,scene0124_01,train,partial,1,1,1,1,1
1,000500,scene0124_01,train,partial,1,1,1,1,1
1,000400,scene0124_01,train,partial,1,1,1,1,1
1,001900,scene0124_01,train,partial,1,1,1,1,1
1,000146,scene0250_00,train,partial,1,1,1,1,1
2,000146,scene0250_00,train,partial,1,1,1,1,1
1,000000,scene0250_00,train,partial,1,1,1,1,1
1,000125,scene0250_00,train,partial,1,1,1,1,1
2,000125,scene0250_00,train,almost-whole,1,1,1,1,1
1,000053,scene0250_00,train,partial,1,1,1,1,1
2,000053,scene0250_00,train,partial,1,1,1,1,1
1,000064,scene0250_00,train,partial,1,1,1,1,1
2,000064,scene0250_00,train,partial,1,1,1,1,1
1,000400,scene0250_00,train,partial,1,1,1,1,1
1,000103,scene0250_00,train,partial,1,1,1,1,1
2,000103,scene0250_00,train,almost-whole,1,1,1,1,1
1,000200,scene0250_00,train,partial,1,1,1,1,1
1,000139,scene0250_00,train,partial,1,1,1,1,1
2,000139,scene0250_00,train,partial,1,1,1,1,1
1,000085,scene0250_00,train,partial,1,1,1,1,1
2,000085,scene0250_00,train,almost-whole,1,1,1,1,1
1,000134,scene0250_00,train,partial,1,1,1,1,1
2,000134,scene0250_00,train,partial,1,1,1,1,1
1,000114,scene0250_00,train,partial,1,1,1,1,1
2,000114,scene0250_00,train,almost-whole,1,1,1,1,1
1,000069,scene0250_00,train,partial,1,1,1,1,1
2,000069,scene0250_00,train,partial,1,1,1,1,1
1,000092,scene0250_00,train,partial,1,1,1,1,1
2,000092,scene0250_00,train,almost-whole,1,1,1,1,1
1,000100,scene0250_00,train,partial,1,1,1,1,1
2,000100,scene0250_00,train,almost-whole,1,1,1,1,1
1,000076,scene0250_00,train,partial,1,1,1,1,1
2,000076,scene0250_00,train,partial,1,1,1,1,1
1,001776,scene0232_01,train,partial,1,1,1,1,1
1,000250,scene0232_01,train,partial,1,1,1,1,1
1,000346,scene0232_01,train,partial,1,1,1,1,1
1,000293,scene0232_01,train,partial,1,1,1,1,1
1,000350,scene0232_01,train,partial,1,1,1,1,1
1,000300,scene0232_01,train,partial,1,1,1,1,1
1,001700,scene0232_01,train,partial,1,1,1,1,1
1,000185,scene0232_01,train,partial,1,1,1,1,1
1,000314,scene0232_01,train,partial,1,1,1,1,1
1,000194,scene0232_01,train,partial,1,1,1,1,1
1,000212,scene0232_01,train,partial,1,1,1,1,1
1,000307,scene0232_01,train,partial,1,1,1,1,1
1,000325,scene0232_01,train,partial,1,1,1,1,1
1,001765,scene0232_01,train,partial,1,1,1,1,1
1,000171,scene0232_01,train,partial,1,1,1,1,1
1,000200,scene0232_01,train,partial,1,1,1,1,1
1,000282,scene0232_01,train,partial,1,1,1,1,1
1,000150,scene0232_01,train,partial,1,1,1,1,1
1,001786,scene0232_01,train,partial,1,1,1,1,1
1,000222,scene0232_01,train,partial,1,1,1,1,1
1,000166,scene0232_01,train,partial,1,1,1,1,1
1,000275,scene0232_01,train,partial,1,1,1,1,1
1,001806,scene0232_01,train,partial,1,1,1,1,1
1,000176,scene0232_01,train,partial,1,1,1,1,1
1,001750,scene0232_01,train,partial,1,1,1,1,1
1,000231,scene0232_01,train,partial,1,1,1,1,1
1,000236,scene0232_01,train,partial,1,1,1,1,1
1,000266,scene0232_01,train,partial,1,1,1,1,1
1,001781,scene0232_01,train,partial,1,1,1,1,1
1,000257,scene0232_01,train,partial,1,1,1,1,1
1,001813,scene0232_01,train,partial,1,1,1,1,1
1,001795,scene0232_01,train,partial,1,1,1,1,1
1,001760,scene0232_01,train,partial,1,1,1,1,1
1,001800,scene0232_01,train,partial,1,1,1,1,1
1,000203,scene0399_00,train,partial,1,1,1,1,1
2,000203,scene0399_00,train,partial,1,1,1,1,1
1,000195,scene0399_00,train,partial,1,1,1,1,1
2,000195,scene0399_00,train,partial,1,1,1,1,1
1,000327,scene0399_00,train,partial,1,1,1,1,1
1,000000,scene0399_00,train,partial,1,1,1,1,1
1,000279,scene0399_00,train,partial,1,1,1,1,1
2,000279,scene0399_00,train,partial,1,1,1,1,1
1,000232,scene0399_00,train,partial,1,1,1,1,1
2,000232,scene0399_00,train,partial,1,1,1,1,1
1,000300,scene0399_00,train,partial,1,1,1,1,1
2,000300,scene0399_00,train,partial,1,1,1,1,1
1,000241,scene0399_00,train,partial,1,1,1,1,1
2,000241,scene0399_00,train,partial,1,1,1,1,1
1,000272,scene0399_00,train,partial,1,1,1,1,1
2,000272,scene0399_00,train,partial,1,1,1,1,1
1,000322,scene0399_00,train,partial,1,1,1,1,1
1,000263,scene0399_00,train,partial,1,1,1,1,1
2,000263,scene0399_00,train,partial,1,1,1,1,1
1,000208,scene0399_00,train,partial,1,1,1,1,1
2,000208,scene0399_00,train,partial,1,1,1,1,1
1,000303,scene0399_00,train,partial,1,1,1,1,1
2,000303,scene0399_00,train,partial,1,1,1,1,1
1,000200,scene0399_00,train,partial,1,1,1,1,1
2,000200,scene0399_00,train,partial,1,1,1,1,1
1,000334,scene0399_00,train,partial,1,1,1,1,1
1,000308,scene0399_00,train,partial,1,1,1,1,1
2,000308,scene0399_00,train,partial,1,1,1,1,1
1,000313,scene0399_00,train,partial,1,1,1,1,1
2,000313,scene0399_00,train,partial,1,1,1,1,1
1,000225,scene0399_00,train,partial,1,1,1,1,1
2,000225,scene0399_00,train,partial,1,1,1,1,1
1,000248,scene0399_00,train,partial,1,1,1,1,1
2,000248,scene0399_00,train,partial,1,1,1,1,1
1,000288,scene0399_00,train,partial,1,1,1,1,1
2,000288,scene0399_00,train,partial,1,1,1,1,1
1,000000,scene0399_01,train,partial,1,1,1,1,1
1,000200,scene0399_01,train,partial,1,1,1,1,1
2,000200,scene0399_01,train,partial,1,1,1,1,1
1,000700,scene0399_01,train,partial,1,1,1,1,1
1,000100,scene0399_01,train,partial,1,1,1,1,1
2,000100,scene0399_01,train,partial,1,1,1,1,1
1,001400,scene0434_00,train,partial,1,1,1,1,1
1,001600,scene0434_00,train,partial,1,1,1,1,1
1,000524,scene0146_00,test,partial,1,1,1,1,1
1,000457,scene0146_00,test,partial,1,1,1,1,1
1,000425,scene0146_00,test,partial,1,1,1,1,1
1,000443,scene0146_00,test,partial,1,1,1,1,1
1,000500,scene0146_00,test,partial,1,1,1,1,1
1,000400,scene0146_00,test,partial,1,1,1,1,1
1,000432,scene0146_00,test,partial,1,1,1,1,1
1,000529,scene0146_00,test,partial,1,1,1,1,1
1,000512,scene0146_00,test,partial,1,1,1,1,1
1,000450,scene0146_00,test,partial,1,1,1,1,1
1,000365,scene0146_00,test,partial,1,1,1,1,1
1,000464,scene0146_00,test,partial,1,1,1,1,1
1,000517,scene0146_00,test,partial,1,1,1,1,1
1,000378,scene0146_00,test,partial,1,1,1,1,1
1,000418,scene0146_00,test,partial,1,1,1,1,1
1,000394,scene0146_00,test,partial,1,1,1,1,1
1,000407,scene0146_00,test,partial,1,1,1,1,1
1,000385,scene0146_00,test,partial,1,1,1,1,1
1,000503,scene0146_00,test,partial,1,1,1,1,1
1,000000,scene0170_00,val,partial,1,1,1,1,1
1,000200,scene0170_00,val,partial,1,1,1,1,1
1,000203,scene0366_00,train,partial,1,1,1,1,1
1,000000,scene0366_00,train,partial,1,1,1,1,1
1,000239,scene0366_00,train,partial,1,1,1,1,1
1,000191,scene0366_00,train,partial,1,1,1,1,1
1,000210,scene0366_00,train,partial,1,1,1,1,1
1,000226,scene0366_00,train,partial,1,1,1,1,1
1,000217,scene0366_00,train,partial,1,1,1,1,1
1,000200,scene0366_00,train,partial,1,1,1,1,1
1,001020,scene0366_00,train,partial,1,1,1,1,1
1,000995,scene0366_00,train,partial,1,1,1,1,1
1,000150,scene0366_00,train,partial,1,1,1,1,1
1,001027,scene0366_00,train,partial,1,1,1,1,1
1,000160,scene0366_00,train,partial,1,1,1,1,1
1,000184,scene0366_00,train,partial,1,1,1,1,1
1,000248,scene0366_00,train,partial,1,1,1,1,1
1,001011,scene0366_00,train,partial,1,1,1,1,1
1,000198,scene0366_00,train,partial,1,1,1,1,1
1,000173,scene0366_00,train,partial,1,1,1,1,1
1,001000,scene0366_00,train,partial,1,1,1,1,1
1,001004,scene0366_00,train,partial,1,1,1,1,1
1,003500,scene0477_01,train,partial,1,1,1,1,1
1,002900,scene0477_01,train,partial,1,1,1,1,1
1,001177,scene0519_00,train,partial,1,1,1,1,1
1,000035,scene0519_00,train,partial,1,1,1,1,1
1,001235,scene0519_00,train,partial,1,1,1,1,1
1,000000,scene0519_00,train,partial,1,1,1,1,1
1,000095,scene0519_00,train,partial,1,1,1,1,1
1,000075,scene0519_00,train,partial,1,1,1,1,1
1,000138,scene0519_00,train,partial,1,1,1,1,1
1,001196,scene0519_00,train,partial,1,1,1,1,1
1,000045,scene0519_00,train,partial,1,1,1,1,1
1,000053,scene0519_00,train,partial,1,1,1,1,1
1,000048,scene0519_00,train,partial,1,1,1,1,1
1,000025,scene0519_00,train,partial,1,1,1,1,1
1,000030,scene0519_00,train,partial,1,1,1,1,1
1,001184,scene0519_00,train,partial,1,1,1,1,1
1,000600,scene0519_00,train,partial,1,1,1,1,1
1,000060,scene0519_00,train,partial,1,1,1,1,1
1,000015,scene0519_00,train,partial,1,1,1,1,1
1,001227,scene0519_00,train,partial,1,1,1,1,1
1,000145,scene0519_00,train,partial,1,1,1,1,1
1,000131,scene0519_00,train,partial,1,1,1,1,1
1,001240,scene0519_00,train,partial,1,1,1,1,1
1,000020,scene0519_00,train,partial,1,1,1,1,1
1,001247,scene0519_00,train,partial,1,1,1,1,1
1,001217,scene0519_00,train,partial,1,1,1,1,1
1,001189,scene0519_00,train,partial,1,1,1,1,1
1,000070,scene0519_00,train,partial,1,1,1,1,1
1,001250,scene0519_00,train,partial,1,1,1,1,1
1,000111,scene0519_00,train,partial,1,1,1,1,1
1,001200,scene0519_00,train,partial,1,1,1,1,1
1,000086,scene0519_00,train,partial,1,1,1,1,1
1,001222,scene0519_00,train,partial,1,1,1,1,1
1,001232,scene0519_00,train,partial,1,1,1,1,1
1,000700,scene0519_00,train,partial,1,1,1,1,1
1,000065,scene0519_00,train,partial,1,1,1,1,1
1,001212,scene0519_00,train,partial,1,1,1,1,1
1,000040,scene0519_00,train,partial,1,1,1,1,1
1,000122,scene0519_00,train,partial,1,1,1,1,1
1,000100,scene0519_00,train,partial,1,1,1,1,1
1,000008,scene0519_00,train,partial,1,1,1,1,1
1,001209,scene0519_00,train,partial,1,1,1,1,1
1,000000,scene0501_00,train,partial,1,1,1,1,1
1,001900,scene0501_00,train,partial,0,0,0,1,1
1,000100,scene0501_00,train,partial,1,1,1,1,1
1,000000,scene0346_00,train,partial,1,1,1,1,1
1,000400,scene0346_00,train,partial,1,1,1,1,1
1,000215,scene0080_01,train,partial,1,1,1,1,1
1,000000,scene0080_01,train,partial,1,1,1,1,1
1,000201,scene0080_01,train,partial,1,1,1,1,1
1,000187,scene0080_01,train,partial,1,1,1,1,1
1,000300,scene0080_01,train,partial,1,1,1,1,1
1,000038,scene0080_01,train,partial,1,1,1,1,1
1,000800,scene0080_01,train,partial,1,1,1,1,1
1,000234,scene0080_01,train,partial,1,1,1,1,1
1,000208,scene0080_01,train,partial,1,1,1,1,1
1,000020,scene0080_01,train,partial,1,1,1,1,1
1,000200,scene0080_01,train,partial,1,1,1,1,1
1,000227,scene0080_01,train,partial,1,1,1,1,1
1,000027,scene0080_01,train,partial,1,1,1,1,1
1,000050,scene0080_01,train,partial,1,1,1,1,1
1,000224,scene0080_01,train,partial,1,1,1,1,1
1,000192,scene0080_01,train,partial,1,1,1,1,1
1,001600,scene0270_01,train,partial,1,1,1,1,1
1,000000,scene0394_01,train,partial,1,1,1,1,1
1,001500,scene0340_02,val,partial,1,1,1,1,1
1,002100,scene0335_00,train,partial,1,1,1,1,1
1,000100,scene0335_00,train,partial,1,1,1,1,1
1,000700,scene0214_01,train,partial,1,1,1,1,1
1,000978,scene0042_01,train,partial,1,1,1,1,1
1,000975,scene0042_01,train,partial,1,1,1,1,1
1,001040,scene0042_01,train,partial,1,1,1,1,1
1,001008,scene0042_01,train,partial,1,1,1,1,1
1,001037,scene0042_01,train,partial,1,1,1,1,1
1,000995,scene0042_01,train,partial,1,1,1,1,1
1,001017,scene0042_01,train,partial,1,1,1,1,1
1,001003,scene0042_01,train,partial,1,1,1,1,1
1,001000,scene0042_01,train,partial,1,1,1,1,1
1,000981,scene0042_01,train,partial,1,1,1,1,1
1,000988,scene0042_01,train,partial,1,1,1,1,1
1,001032,scene0042_01,train,partial,1,1,1,1,1
1,000900,scene0600_01,train,partial,1,1,1,1,1
1,000500,scene0146_02,test,partial,1,1,1,1,1
1,000400,scene0146_02,test,partial,1,1,1,1,1
1,001400,scene0146_02,test,partial,1,1,1,1,1
1,000900,scene0664_02,test,partial,1,1,1,1,1
1,000860,scene0254_01,train,partial,1,1,1,1,1
2,000860,scene0254_01,train,partial,1,1,1,1,1
1,000871,scene0254_01,train,partial,1,1,1,1,1
2,000871,scene0254_01,train,partial,1,1,1,1,1
1,000605,scene0254_01,train,partial,1,1,1,1,1
2,000605,scene0254_01,train,partial,1,1,1,1,1
1,000567,scene0254_01,train,partial,1,1,1,1,1
2,000567,scene0254_01,train,partial,1,1,1,1,1
1,000925,scene0254_01,train,partial,1,1,1,1,1
2,000925,scene0254_01,train,partial,1,1,1,1,1
1,000572,scene0254_01,train,partial,1,1,1,1,1
2,000572,scene0254_01,train,partial,1,1,1,1,1
1,000900,scene0254_01,train,partial,1,1,1,1,1
2,000900,scene0254_01,train,partial,1,1,1,1,1
1,000583,scene0254_01,train,partial,1,1,1,1,1
2,000583,scene0254_01,train,partial,1,1,1,1,1
1,000500,scene0254_01,train,partial,1,1,1,1,1
1,000600,scene0254_01,train,partial,1,1,1,1,1
2,000600,scene0254_01,train,partial,1,1,1,1,1
1,000649,scene0254_01,train,partial,1,1,1,1,1
2,000649,scene0254_01,train,partial,1,1,1,1,1
1,000850,scene0254_01,train,partial,1,1,1,1,1
2,000850,scene0254_01,train,partial,1,1,1,1,1
1,000592,scene0254_01,train,partial,1,1,1,1,1
2,000592,scene0254_01,train,partial,1,1,1,1,1
1,000560,scene0254_01,train,partial,1,1,1,1,1
2,000560,scene0254_01,train,partial,1,1,1,1,1
1,000906,scene0254_01,train,partial,1,1,1,1,1
2,000906,scene0254_01,train,partial,1,1,1,1,1
1,000899,scene0254_01,train,partial,1,1,1,1,1
2,000899,scene0254_01,train,partial,1,1,1,1,1
1,000883,scene0254_01,train,partial,1,1,1,1,1
2,000883,scene0254_01,train,partial,1,1,1,1,1
1,000919,scene0254_01,train,partial,1,1,1,1,1
2,000919,scene0254_01,train,partial,1,1,1,1,1
1,000878,scene0254_01,train,partial,1,1,1,1,1
2,000878,scene0254_01,train,partial,1,1,1,1,1
1,000892,scene0254_01,train,partial,1,1,1,1,1
2,000892,scene0254_01,train,partial,1,1,1,1,1
1,000550,scene0254_01,train,partial,1,1,1,1,1
2,000550,scene0254_01,train,partial,1,1,1,1,1
1,000612,scene0254_01,train,partial,1,1,1,1,1
2,000612,scene0254_01,train,partial,1,1,1,1,1
1,000900,scene0209_02,train,partial,1,1,1,1,1
1,001500,scene0209_02,train,partial,1,1,1,1,1
1,001500,scene0583_01,test,partial,1,1,1,1,1
1,000100,scene0583_01,test,whole,1,1,1,1,1
1,002100,scene0547_02,train,partial,0,0,0,1,1
2,002100,scene0547_02,train,partial,0,0,0,1,1
1,000800,scene0547_02,train,partial,1,1,1,1,1
2,000800,scene0547_02,train,partial,1,1,1,1,1
3,000800,scene0547_02,train,partial,1,1,1,1,1
1,001000,scene0547_02,train,partial,1,1,1,1,1
2,001000,scene0547_02,train,partial,1,1,1,1,1
1,000000,scene0686_01,test,partial,1,1,1,1,1
1,001200,scene0686_01,test,partial,1,1,1,1,1
1,001100,scene0686_01,test,partial,1,1,1,1,1
1,001200,scene0664_01,test,partial,1,1,1,1,1
1,000400,scene0571_00,train,partial,1,1,1,1,1
1,000300,scene0392_00,train,partial,1,1,1,1,1
1,000500,scene0392_00,train,partial,1,1,1,1,1
1,000888,scene0009_01,train,partial,1,1,1,1,1
1,000856,scene0009_01,train,partial,1,1,1,1,1
1,000000,scene0009_01,train,partial,1,1,1,1,1
1,000893,scene0009_01,train,partial,1,1,1,1,1
1,000862,scene0009_01,train,partial,1,1,1,1,1
1,000853,scene0009_01,train,partial,1,1,1,1,1
1,000810,scene0009_01,train,partial,1,1,1,1,1
1,000900,scene0009_01,train,partial,1,1,1,1,1
1,000873,scene0009_01,train,partial,1,1,1,1,1
1,000914,scene0009_01,train,partial,1,1,1,1,1
1,000898,scene0009_01,train,partial,1,1,1,1,1
1,000850,scene0009_01,train,partial,1,1,1,1,1
1,000882,scene0009_01,train,partial,1,1,1,1,1
1,000905,scene0009_01,train,partial,1,1,1,1,1
1,000788,scene0009_01,train,partial,1,1,1,1,1
1,000823,scene0009_01,train,partial,1,1,1,1,1
1,000802,scene0009_01,train,partial,1,1,1,1,1
1,000859,scene0009_01,train,partial,1,1,1,1,1
1,000867,scene0009_01,train,partial,1,1,1,1,1
1,000919,scene0009_01,train,partial,1,1,1,1,1
1,000878,scene0009_01,train,partial,1,1,1,1,1
1,000792,scene0009_01,train,partial,1,1,1,1,1
1,000100,scene0009_01,train,partial,1,1,1,1,1
1,000870,scene0009_01,train,partial,1,1,1,1,1
1,000800,scene0652_00,test,partial,1,1,1,1,1
2,000800,scene0652_00,test,almost-whole,1,1,1,1,1
3,000800,scene0652_00,test,partial,1,1,1,1,1
1,001471,scene0250_01,train,partial,1,1,1,1,1
1,000476,scene0250_01,train,partial,1,1,1,1,1
1,000501,scene0250_01,train,partial,1,1,1,1,1
1,000000,scene0250_01,train,partial,1,1,1,1,1
1,000471,scene0250_01,train,partial,1,1,1,1,1
1,001480,scene0250_01,train,partial,1,1,1,1,1
1,000523,scene0250_01,train,partial,1,1,1,1,1
1,000494,scene0250_01,train,partial,1,1,1,1,1
1,001500,scene0250_01,train,partial,1,1,1,1,1
1,000500,scene0250_01,train,partial,1,1,1,1,1
1,000485,scene0250_01,train,partial,1,1,1,1,1
1,000530,scene0250_01,train,partial,1,1,1,1,1
1,001491,scene0250_01,train,partial,1,1,1,1,1
1,000200,scene0250_01,train,partial,1,1,1,1,1
1,001508,scene0250_01,train,partial,1,1,1,1,1
1,000508,scene0250_01,train,partial,1,1,1,1,1
1,001513,scene0250_01,train,partial,1,1,1,1,1
1,000100,scene0250_01,train,partial,1,1,1,1,1
2,000100,scene0250_01,train,almost-whole,1,1,1,1,1
1,000100,scene0116_02,train,partial,1,1,1,1,1
1,000600,scene0271_00,train,whole,1,1,1,1,1
1,001900,scene0271_00,train,partial,1,1,1,1,1
1,001700,scene0610_01,train,partial,1,1,1,1,1
1,001900,scene0610_01,train,partial,1,1,1,1,1
1,000828,scene0612_01,train,partial,1,1,1,1,1
1,000250,scene0612_01,train,partial,1,1,1,1,1
1,000335,scene0612_01,train,partial,1,1,1,1,1
1,000300,scene0612_01,train,partial,1,1,1,1,1
1,000800,scene0612_01,train,partial,1,1,1,1,1
1,000400,scene0612_01,train,partial,1,1,1,1,1
1,000776,scene0612_01,train,partial,1,1,1,1,1
1,000263,scene0612_01,train,partial,1,1,1,1,1
1,000318,scene0612_01,train,partial,1,1,1,1,1
2,000318,scene0612_01,train,partial,1,1,1,1,1
1,000787,scene0612_01,train,partial,1,1,1,1,1
2,000787,scene0612_01,train,partial,1,1,1,1,1
1,000835,scene0612_01,train,partial,1,1,1,1,1
1,000303,scene0612_01,train,partial,1,1,1,1,1
1,000769,scene0612_01,train,partial,1,1,1,1,1
1,000806,scene0612_01,train,partial,1,1,1,1,1
1,000821,scene0612_01,train,partial,1,1,1,1,1
1,000844,scene0612_01,train,partial,1,1,1,1,1
1,000270,scene0612_01,train,partial,1,1,1,1,1
1,000794,scene0612_01,train,partial,1,1,1,1,1
2,000794,scene0612_01,train,partial,1,1,1,1,1
1,000277,scene0612_01,train,partial,1,1,1,1,1
1,000308,scene0612_01,train,partial,1,1,1,1,1
1,000323,scene0612_01,train,partial,1,1,1,1,1
2,000323,scene0612_01,train,partial,1,1,1,1,1
1,000291,scene0612_01,train,partial,1,1,1,1,1
1,000313,scene0612_01,train,partial,1,1,1,1,1
2,000313,scene0612_01,train,partial,1,1,1,1,1
1,000330,scene0612_01,train,partial,1,1,1,1,1
2,000330,scene0612_01,train,partial,1,1,1,1,1
1,000799,scene0612_01,train,partial,1,1,1,1,1
1,000296,scene0612_01,train,partial,1,1,1,1,1
1,000284,scene0612_01,train,partial,1,1,1,1,1
1,000349,scene0612_01,train,partial,1,1,1,1,1
1,000811,scene0612_01,train,partial,1,1,1,1,1
1,000256,scene0612_01,train,partial,1,1,1,1,1
1,000342,scene0612_01,train,partial,1,1,1,1,1
1,000816,scene0612_01,train,partial,1,1,1,1,1
1,000849,scene0612_01,train,partial,1,1,1,1,1
1,002500,scene0416_04,val,partial,1,1,1,1,1
1,001700,scene0416_04,val,partial,1,1,1,1,1
1,002000,scene0416_04,val,partial,1,1,1,1,1
1,002600,scene0416_04,val,partial,1,1,1,1,1
1,001800,scene0416_04,val,partial,1,1,1,1,1
1,002500,scene0590_01,train,partial,1,1,1,1,1
1,000500,scene0590_01,train,partial,1,1,1,1,1
2,000500,scene0590_01,train,partial,1,1,1,1,1
1,000500,scene0458_00,test,partial,1,1,1,1,1
1,001900,scene0458_00,test,partial,1,1,1,1,1
1,001028,scene0553_02,test,partial,1,1,1,1,1
1,001500,scene0553_02,test,partial,1,1,1,1,1
1,001019,scene0553_02,test,partial,1,1,1,1,1
1,001035,scene0553_02,test,partial,1,1,1,1,1
1,000996,scene0553_02,test,partial,1,1,1,1,1
